critical_issues,serious_issues,moderate_issues,minor_issues,total_elements,wcag_level,compliance_score
7,25,87,49,637,1,74.41130298273156
7,3,5,27,645,1,94.26356589147287
12,0,26,3,392,1,86.86224489795919
11,6,81,21,719,2,82.9624478442281
15,29,87,118,335,1,34.4776119402985
0,49,23,100,983,1,85.09664292980672
12,8,33,38,363,1,75.75757575757575
6,34,39,33,655,1,81.90839694656489
4,7,46,96,346,0,67.48554913294797
7,23,78,43,655,2,77.40458015267176
13,18,74,39,618,0,76.29449838187702
12,35,85,96,213,2,1.6431924882629119
14,49,23,139,881,2,77.97956867196368
16,42,64,129,546,0,59.065934065934066
14,26,17,73,659,1,81.71471927162366
19,31,43,85,65,0,0.0
17,13,75,89,393,2,55.97964376590331
17,17,56,66,127,2,0.0
1,27,27,75,395,1,72.9113924050633
3,28,70,91,121,0,0.0
0,15,22,9,319,2,84.63949843260188
3,34,84,85,336,0,45.386904761904766
17,46,33,101,115,1,0.0
4,30,10,107,929,1,87.45963401506997
18,3,85,90,117,2,0.0
14,36,34,78,242,1,35.9504132231405
7,16,92,85,104,2,0.0
19,38,41,106,428,2,55.8411214953271
16,47,27,100,217,1,17.281105990783402
0,45,81,107,458,1,55.89519650655022
11,25,77,59,557,0,70.19748653500898
18,47,81,47,586,0,63.99317406143344
14,38,91,116,692,2,66.18497109826589
8,40,23,105,886,0,82.90067720090293
6,3,7,146,151,2,36.09271523178808
1,29,52,32,935,1,87.86096256684492
8,29,71,43,843,1,81.96915776986951
9,21,3,111,857,0,87.39789964994165
1,10,90,88,855,2,82.3391812865497
18,1,99,35,471,2,67.3036093418259
10,43,4,80,824,0,84.40533980582525
12,11,96,87,527,2,65.84440227703985
9,29,48,148,975,2,81.17948717948718
13,35,97,129,169,1,0.0
17,17,29,30,964,2,89.26348547717842
18,25,71,107,792,2,75.0
8,6,62,29,340,2,70.14705882352942
6,0,46,11,537,0,88.17504655493482
2,25,25,50,210,0,56.42857142857143
19,22,56,120,722,0,74.09972299168975
5,25,36,138,127,2,0.0
1,44,97,12,87,2,0.0
5,5,6,90,443,0,84.5372460496614
2,5,39,73,490,0,82.24489795918367
15,43,91,19,589,2,66.893039049236
7,7,38,71,511,2,80.82191780821918
1,23,61,72,661,1,79.80332829046898
16,21,91,70,343,0,44.75218658892128
8,18,77,77,449,2,64.69933184855233
11,36,52,27,685,0,79.34306569343066
2,17,3,129,966,0,89.95859213250517
10,30,81,120,141,0,0.0
0,36,24,42,816,1,87.86764705882354
12,29,6,7,658,2,88.29787234042553
14,41,27,12,55,2,0.0
4,32,68,110,730,0,75.47945205479452
16,9,66,34,944,2,86.38771186440678
5,36,94,22,320,1,47.18750000000001
10,11,19,45,669,0,88.34080717488789
17,29,82,14,948,1,82.4367088607595
3,26,10,129,860,1,86.1046511627907
2,38,66,60,608,2,74.17763157894737
12,8,86,114,148,2,0.0
8,20,6,63,575,1,85.47826086956522
5,11,22,51,243,2,69.54732510288066
11,28,60,68,206,1,23.30097087378641
1,32,70,66,949,1,83.8777660695469
2,42,33,82,715,0,80.27972027972028
2,14,18,1,164,1,73.47560975609755
11,1,57,77,445,1,73.25842696629213
14,38,8,27,819,2,86.99633699633699
8,43,47,53,706,0,78.18696883852691
7,17,81,66,852,2,81.98356807511738
10,2,40,101,571,0,80.12259194395797
15,6,47,119,929,2,84.33799784714748
3,42,44,47,263,1,48.09885931558935
0,17,24,46,794,0,90.86901763224182
6,43,77,20,732,0,77.6639344262295
1,37,24,91,582,0,78.1786941580756
4,36,18,120,64,0,0.0
6,32,38,115,468,2,66.77350427350427
3,43,78,149,417,2,46.52278177458034
4,30,79,148,687,0,70.01455604075691
0,10,26,0,902,0,95.45454545454545
0,3,73,76,902,0,87.1951219512195
14,17,62,84,262,2,39.8854961832061
19,3,67,45,749,0,82.37650200267022
18,48,18,136,733,0,73.53342428376536
9,33,27,144,808,0,79.39356435643565
17,28,84,46,54,2,0.0
2,23,77,58,280,1,48.39285714285714
10,21,32,53,250,1,56.0
14,1,9,85,934,2,91.32762312633832
10,43,82,11,451,1,61.86252771618626
16,5,29,5,198,0,64.14141414141415
16,41,21,52,633,0,77.8041074249605
5,24,2,143,541,2,77.91127541589648
4,20,81,89,275,2,40.54545454545454
7,15,74,4,635,1,82.28346456692913
1,30,47,72,868,1,85.02304147465438
15,13,1,13,218,0,73.85321100917432
19,38,75,105,810,2,72.53086419753086
11,27,53,51,841,1,83.23424494649227
5,31,5,115,201,1,40.79601990049751
0,27,39,25,273,0,66.3003663003663
3,48,92,52,553,0,64.55696202531647
16,8,93,108,786,0,75.69974554707379
12,44,1,28,599,0,82.47078464106845
17,21,72,18,93,1,0.0
4,31,1,46,746,2,89.47721179624665
2,4,92,135,553,2,69.34900542495478
10,22,96,22,290,0,44.827586206896555
12,4,73,116,979,0,83.55464759959142
3,41,97,105,892,1,75.67264573991031
13,31,54,52,400,0,61.875
10,9,71,95,771,2,80.28534370946822
9,38,59,4,72,0,0.0
18,14,96,15,685,2,76.56934306569343
17,6,5,16,647,0,91.34466769706337
5,28,18,101,92,0,0.0
14,46,95,19,515,2,60.873786407766985
9,2,26,111,89,1,0.0
4,18,0,119,352,1,73.1534090909091
4,9,32,110,730,0,85.13698630136986
9,27,39,0,224,0,56.473214285714285
4,28,31,57,581,2,81.15318416523236
2,14,68,92,510,2,72.74509803921569
5,34,16,5,670,0,88.13432835820896
3,5,7,107,242,2,69.42148760330579
17,11,56,102,293,1,46.2457337883959
8,46,41,49,885,1,82.99435028248587
16,37,97,117,329,2,26.139817629179333
12,12,8,109,789,2,86.7553865652725
14,28,86,87,85,2,0.0
19,18,34,19,606,1,82.0957095709571
16,2,70,13,947,0,88.22597676874341
